ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
247809_at	0.7242	0.40531122	0.916469	-6.349979	0.110775	AT5G58280	AP2/B3-like transcriptional factor family protein
255664_at	0.7242	0.40536046	0.916365	-6.350076	0.1056022	AT4G00440	hypothetical protein
253631_at	0.7242	0.40537279	0.916338	-6.3501	0.5610973	GAE1	UDP-D-glucuronate 4-epimerase 1
248378_at	0.7242	0.40538379	-0.916315	-6.350121	-0.2591725	AT5G51840	hypothetical protein
249626_at	0.7242	0.40542835	-0.916221	-6.350209	-0.2089583	AT5G37540	aspartyl protease family protein
253973_at	0.7242	0.40552863	0.916009	-6.350407	0.2683698	AT4G26555	FKBP-like peptidyl-prolyl cis-trans isomerase family protein
251445_at	0.7242	0.40554348	0.915977	-6.350436	0.1395391	AT3G59870	hypothetical protein
246708_at	0.7242	0.40561238	0.915831	-6.350572	0.1534359	AT5G28150	hypothetical protein
250182_at	0.7242	0.40567198	0.915705	-6.350689	0.1320762	AT5G14470	GHMP kinase family protein
253730_at	0.7242	0.40569711	-0.915652	-6.350738	-0.1244426	AT4G29480	ATP synthase subunit G protein
259521_at	0.7242	0.40571046	0.915624	-6.350765	0.110106	CLP2	ATP-dependent Clp protease proteolytic subunit-related protein 2
265036_at	0.7242	0.40572939	-0.915584	-6.350802	-0.1162242	PRP39	pre-mRNA-processing factor 39
250133_at	0.7242	0.40573551	0.915571	-6.350814	0.1843819	TRXF2	thioredoxin F2
265341_at	0.7242	0.40575587	-0.915528	-6.350854	-0.1193014	AT2G18360	esterase/lipase domain-containing protein
255024_at	0.7242	0.40578577	0.915464	-6.350913	0.1069678	AT4G09860	hypothetical protein
250590_at	0.7242	0.40580379	0.915426	-6.350948	0.1195655	AT5G07710	exonuclease family protein
245255_at	0.7243	0.40587761	-0.91527	-6.351093	-0.1221306	COP9	COP9 signalosome complex subunit 8
255363_x_at	0.7243	0.4059196	0.915181	-6.351176	0.1946696	AT4G04010	pseudo
250676_at	0.7243	0.40592954	0.91516	-6.351195	0.5815933	NHL3	NDR1/HIN1-Like protein 3
256826_at	0.7244	0.40601394	0.914982	-6.351361	0.1032268		
246534_at	0.7244	0.40607009	-0.914863	-6.351472	-0.1664904	TBL21	protein trichome birefringence-like 21
258763_s_at	0.7245	0.40618944	-0.914611	-6.351706	-0.118935	AT3G30540///AT3G10900	putative mannan endo-1,4-beta-mannosidase P///putative mannan endo-1,4-beta-mannosidase 4
254020_at	0.7245	0.40619189	0.914606	-6.351711	0.1040902	BETA-OHASE 1	beta-carotene 3-hydroxylase 1
250811_at	0.7246	0.40625042	0.914482	-6.351826	0.1158881	AT5G05110	cysteine proteinase inhibitor 7
259997_at	0.7246	0.40628958	-0.914399	-6.351903	-0.2268733	AT1G67880	beta-1,4-N-acetylglucosaminyltransferase like protein
257313_at	0.7246	0.40630733	-0.914362	-6.351938	-0.1484944	TIP2	aquaporin TIP1-2
254914_at	0.7246	0.40635823	-0.914254	-6.352038	-0.2239458	AT4G11290	peroxidase 39
264453_at	0.7246	0.4063952	-0.914176	-6.35211	-0.1256923	AT1G10300	nucleolar GTP-binding protein
252999_at	0.7246	0.40642141	0.914121	-6.352162	0.1747547	AT4G38500	hypothetical protein
252793_at	0.7246	0.40645827	-0.914043	-6.352234	-0.1202733	AT3G42250	pseudo
245864_at	0.7246	0.40647867	0.914	-6.352274	0.1172587	AT1G58070	hypothetical protein
267251_at	0.7246	0.40652195	0.913908	-6.352359	0.1214531	AT2G23070	casein kinase 2, alpha polypeptide
248018_at	0.7249	0.40676693	-0.913391	-6.352839	-0.1031621	AT5G56470	L-gulono-1, 4-lactone oxidase 1
248590_at	0.7249	0.40679304	-0.913336	-6.35289	-0.1118806	AT5G49660	receptor like kinase
251221_at	0.7249	0.40684265	0.913231	-6.352988	0.2237354	AT3G62550	drought responsive ATP-binding motif containing protein
267521_at	0.7249	0.40686263	-0.913189	-6.353027	-0.1328624	AT2G30480	hypothetical protein
252892_at	0.7249	0.40690193	-0.913106	-6.353104	-0.1172379	AT4G39420	hypothetical protein
258238_at	0.7249	0.40696891	0.912964	-6.353235	0.2067067	RST1	ARM repeat superfamily protein
251257_at	0.7249	0.40697292	0.912956	-6.353243	0.116077	ARFA1E	ADP-ribosylation factor A1E
256200_at	0.7249	0.40698235	-0.912936	-6.353261	-0.1487738	EMB1674	NET superfamily protein EMB1674
248506_at	0.7249	0.40700291	-0.912893	-6.353302	-0.2229978	AT5G50370	adenylate kinase 2
254599_at	0.7249	0.40701043	0.912877	-6.353316	0.120377	IWS2	INTERACTS WITH SPT6-like protein IWS2
255293_at	0.7249	0.40701938	0.912858	-6.353334	0.1059325	AT4G04730	hypothetical protein
246623_at	0.7249	0.40706425	-0.912763	-6.353422	-0.1864194	NUC-L1	nucleolin like 1
249074_at	0.7249	0.40712123	-0.912643	-6.353533	-0.1537323	AT5G44080	basic leucine zipper transcription factor
260510_at	0.725	0.40718631	-0.912506	-6.353661	-0.1599016	AT1G51580	RNA-binding KH domain-containing protein
261813_at	0.725	0.40725544	-0.91236	-6.353796	-0.4900298	AT1G08280	putative sialyltransferase
263972_at	0.725	0.40727757	0.912313	-6.353839	0.1575287	AT2G42760	hypothetical protein
261759_at	0.7253	0.4074737	-0.9119	-6.354223	-0.1050067	AT1G15590	hypothetical protein
253751_at	0.7253	0.40748806	-0.911869	-6.354251	-0.1077037	AT4G29070	phospholipase A2 family protein
265156_at	0.7255	0.40761206	0.911608	-6.354493	0.1205688	AT1G31000	F-box and associated interaction domain-containing protein
248402_at	0.7255	0.4076575	-0.911512	-6.354582	-0.146443	crr1	putative 4-hydroxy-tetrahydrodipicolinate reductase 3
258829_at	0.7255	0.40767827	0.911468	-6.354623	0.1655648	ERMO2	sec24-like transport protein
254182_at	0.7255	0.40772582	0.911368	-6.354716	0.1663654	AT4G23950	Galactose-binding protein
258117_at	0.7256	0.40781296	-0.911185	-6.354886	-0.1439312	AT3G14700	SART-1 family protein
266593_at	0.7256	0.40781847	0.911173	-6.354896	0.1439505	AT2G46200	hypothetical protein
259163_at	0.7257	0.40795591	-0.910883	-6.355165	-0.1887885	AT3G01490	Protein kinase superfamily protein
261313_at	0.7259	0.40808574	0.91061	-6.355418	0.1055984	DD11	protein downregulated in DIF1 11
250212_at	0.726	0.40813743	-0.910501	-6.355519	-0.1792323	SUVH4	histone-lysine N-methyltransferase, H3 lysine-9 specific SUVH4
250672_at	0.7262	0.40832152	0.910114	-6.355878	0.1093448	ATJ6	chaperone protein dnaJ 6
247100_at	0.7262	0.40837596	0.909999	-6.355984	0.1414352	AT5G66520	pentatricopeptide repeat-containing protein
246654_s_at	0.7262	0.40840364	-0.909941	-6.356038	-0.1890809	EGY1///AT5G35210	metalloprotease EGY1///PHD type transcription factor with transmembrane domain protein
252566_at	0.7262	0.40841096	-0.909925	-6.356052	-0.1311265	RPS15AD	40S ribosomal protein S15a-4
265517_at	0.7262	0.40844217	-0.90986	-6.356113	-0.1083459	AT2G06090	self-incompatibility S1 family protein
253786_at	0.7262	0.40849538	0.909748	-6.356217	0.1113573	AT4G28650	putative leucine-rich repeat transmembrane protein kinase
261534_at	0.7262	0.40849653	0.909745	-6.356219	0.117615	PEX11C	peroxin 11C
251763_at	0.7263	0.40859065	0.909547	-6.356402	0.14938	MYB109	myb domain protein 109
259690_at	0.7263	0.40863376	-0.909456	-6.356486	-0.1141436	RFC2	replication factor C 2
262438_at	0.7264	0.40875076	-0.90921	-6.356714	-0.127341	AT1G47410	hypothetical protein
249599_at	0.7264	0.40877113	-0.909168	-6.356754	-0.1720958	AT5G37990	probable S-adenosylmethionine-dependent methyltransferase
257800_at	0.7264	0.40878179	-0.909145	-6.356774	-0.1266981	AT3G15900	hypothetical protein
251241_s_at	0.7266	0.408929	0.908836	-6.357061	0.194372	AT3G62530///AT3G62460	E-Z type HEAT repeat-containing protein///putative endonuclease or glycosyl hydrolase
265028_at	0.7266	0.40894043	0.908812	-6.357083	0.5239331	AT1G24530	transducin/WD-40 repeat-containing protein
267190_at	0.7266	0.40899656	-0.908694	-6.357192	-0.114334	NMT2	pseudo
250266_at	0.7266	0.40903089	-0.908621	-6.357259	-0.1125888	AT5G12910	histone H3-like 4
254514_at	0.7266	0.40904176	0.908599	-6.35728	0.1046546	AT4G20250	hypothetical protein
252015_at	0.7271	0.4093413	0.907969	-6.357862	0.1381284	GRF4	growth-regulating factor 4
247576_at	0.7271	0.40936404	-0.907921	-6.357906	-0.118736	AT5G61280	Remorin family protein
256521_at	0.7272	0.40947642	-0.907685	-6.358124	-0.2085057	AT1G66120	butyrate--CoA ligase AAE11
250232_at	0.7272	0.40951045	-0.907614	-6.35819	-0.1364876	AT5G13950	hypothetical protein
250313_at	0.7273	0.40957908	-0.90747	-6.358324	-0.1107876	RGTB1	RAB geranylgeranyl transferase beta subunit 1
252578_at	0.7275	0.40975153	-0.907108	-6.358658	-0.1214114	AT3G45480	RING/U-box protein with C6HC-type zinc finger
251661_at	0.7277	0.40989957	0.906797	-6.358945	0.1708231	SIP2;1	putative aquaporin SIP2-1
266724_at	0.7278	0.40996539	0.906659	-6.359073	0.1208918	AT2G03180	hypothetical protein
258474_at	0.7278	0.40999348	-0.9066	-6.359127	-0.2477599	AT3G02650	pentatricopeptide repeat-containing protein
246942_at	0.7278	0.41004856	0.906484	-6.359234	0.1856498	AT5G25430	putative boron transporter 6
248471_at	0.7279	0.41014688	-0.906278	-6.359424	-0.1066103	AT5G50840	hypothetical protein
262158_at	0.7279	0.41015648	-0.906258	-6.359443	-0.1679943	AT1G52540	protein kinase superfamily protein
255481_at	0.7279	0.41018055	-0.906208	-6.35949	-0.1409628	PMS1	DNA mismatch repair protein PMS1
267575_at	0.728	0.41029005	0.905978	-6.359702	0.149137	AT2G30690	hypothetical protein
246186_at	0.728	0.41030966	-0.905937	-6.359739	-0.1198517	AT5G21030	protein argonaute 8
252479_at	0.7281	0.41039563	-0.905757	-6.359906	-0.1965215	TIM9	mitochondrial import inner membrane translocase subunit Tim9
246774_at	0.7281	0.41046428	-0.905613	-6.360039	-0.1124759	AT5G27530	pectin lyase-like superfamily protein
246556_at	0.7281	0.41052259	-0.905491	-6.360151	-0.1591002	AT5G15480	C2H2-type zinc finger family protein
245915_s_at	0.7281	0.41053631	0.905462	-6.360178	0.173984	TUA5///TUA3	tubulin alpha-5///tubulin alpha-3
262925_at	0.7281	0.41056862	0.905394	-6.36024	0.1478789	YSL7	putative metal-nicotianamine transporter YSL7
254424_at	0.7281	0.41064227	0.90524	-6.360383	0.4057425	AT4G21510	F-box stress induced protein 2
256405_at	0.7281	0.41068837	0.905143	-6.360472	0.1840068	CPK33	calcium-dependent protein kinase 33
257962_at	0.7281	0.4107064	-0.905105	-6.360507	-0.1485125	AT3G19790	hypothetical protein
251579_at	0.7281	0.41071031	-0.905097	-6.360514	-0.1252357	BS14A	BET1P/SFT1P-like protein 14A
264439_at	0.7281	0.41075879	0.904996	-6.360608	0.1591983	APT1	adenine phosphoribosyl transferase 1
248880_at	0.7281	0.41076569	-0.904981	-6.360621	-0.1121941	AT5G46200	hypothetical protein
263609_at	0.7281	0.41077736	0.904957	-6.360644	0.1113784	AT2G16250	putative LRR receptor-like serine/threonine-protein kinase
246472_at	0.7286	0.41107541	-0.904333	-6.36122	-0.1052119	AT5G17130	cysteine-type peptidase
258731_at	0.7286	0.41109333	0.904295	-6.361254	0.218737	AT3G11880	hypothetical protein
246514_at	0.7286	0.41113519	0.904207	-6.361335	0.1987778	AT5G15700	DNA-directed RNA polymerase 2
263210_at	0.7287	0.41123824	0.903992	-6.361534	0.4205423	AT1G10585	basic helix-loop-helix domain-containing protein
245150_at	0.7288	0.41128356	-0.903897	-6.361621	-0.1351118	PHR2	photolyase/blue-light receptor 2
262726_at	0.7288	0.41137616	0.903703	-6.3618	0.1188896	TLP5	tubby like protein 5
249451_s_at	0.7288	0.41140648	-0.90364	-6.361858	-0.1064405	AT5G39490///AT5G39480	probable F-box protein///putative F-box protein
264615_at	0.7288	0.41142027	-0.903611	-6.361885	-0.3700013	AT1G04590	hypothetical protein
246040_at	0.7291	0.41159471	0.903246	-6.362221	0.1520253	AT5G19370	rhodanese-like/PpiC domain-containing protein 12
266622_at	0.7291	0.41162264	-0.903188	-6.362275	-0.1238348	AT2G35430	zinc finger CCCH domain-containing protein 28
261307_at	0.7291	0.41170136	0.903023	-6.362426	0.1443222	GATB	Glutamyl-tRNA(Gln) amidotransferase subunit B
246244_at	0.7291	0.41171131	0.903002	-6.362446	0.3938786	AT4G37250	putative LRR receptor-like serine/threonine-protein kinase
252730_at	0.7291	0.41175193	0.902917	-6.362524	0.1243219	AT3G43110	hypothetical protein
246594_at	0.7291	0.41179996	-0.902817	-6.362616	-0.1653083	P5CR	Pyrroline-5-carboxylate reductase
260459_at	0.7291	0.41180668	-0.902803	-6.362629	-0.1047486	AT1G68240	transcription factor bHLH109
267359_at	0.7292	0.41185473	-0.902702	-6.362722	-0.1191435	AT2G40020	Nucleolar histone methyltransferase-related protein
265372_at	0.7294	0.4120226	-0.902351	-6.363045	-0.1041189	AT2G06500	hAT dimerisation domain-containing protein
246807_at	0.7297	0.41221185	-0.901956	-6.363409	-0.1113122	GLR2.1	glutamate receptor 2.1
258493_at	0.7297	0.41227627	-0.901821	-6.363532	-0.1386198	AT3G02555	hypothetical protein
252655_at	0.7297	0.41231016	-0.901751	-6.363598	-0.1032791	AT3G44760	hypothetical protein
266813_at	0.7297	0.41237483	0.901616	-6.363722	0.10373	AT2G44920	thylakoid lumenal protein 1
253955_at	0.7297	0.4123958	-0.901572	-6.363762	-0.1204735	ATRBP45C	polyadenylate-binding protein RBP45C
255110_at	0.7297	0.41240469	-0.901553	-6.363779	-0.1162935	AT4G08770	peroxidase 37
265608_at	0.7297	0.41242554	-0.90151	-6.363819	-0.1083633	AT2G25380	pseudo
261122_at	0.7297	0.41242673	0.901507	-6.363822	0.1559465	OTC	ornithine carbamoyltransferase
266145_at	0.7298	0.41252794	-0.901296	-6.364016	-0.1197856	AT2G12210	pseudo
245842_at	0.7298	0.4125756	0.901196	-6.364107	0.1024436	RXF26	anther-specific proline-rich protein RXF26
258722_at	0.7298	0.41260982	-0.901125	-6.364173	-0.1512865	AT3G09590	putative pathogenesis-related protein
262182_at	0.7298	0.41267214	0.900995	-6.364293	0.1206021	AT1G77890	DNA-directed RNA polymerase II protein
259726_at	0.7298	0.41267385	0.900991	-6.364296	0.1278048	SCRL6	protein SCR-like 6
257549_at	0.7298	0.41268454	-0.900969	-6.364317	-0.1149794	AGL103	protein agamous-like 103
250708_at	0.7299	0.41277798	-0.900774	-6.364496	-0.1039632	RBE	putative transcriptional regulator RABBIT EARS
250033_at	0.7299	0.41282454	0.900677	-6.364585	0.1077482	NCBP	translation initiation factor NCBP
250008_at	0.7299	0.41282489	0.900676	-6.364586	0.5596547	AT5G18630	putative class 3 lipase
266226_at	0.7299	0.41288672	0.900547	-6.364704	0.3316717	AT1G07820///AT1G07660///AT5G59970///AT5G59690///AT3G53730///AT3G46320///AT3G45930///HIS4	histone H4///histone H4///histone H4///histone H4///histone H4///histone H4///histone H4///histone H4
257251_at	0.73	0.41295049	-0.900414	-6.364827	-0.1174188	PMP	putative type 1 membrane protein
253466_at	0.7301	0.41306427	0.900177	-6.365045	0.2855704	KNAT5	homeobox protein knotted-1-like 5
252812_at	0.7301	0.41312278	-0.900055	-6.365157	-0.103357	AT3G42480	pseudo
254542_s_at	0.7301	0.41316453	0.899968	-6.365237	0.1619774	AT4G19790	pseudo
262315_at	0.7301	0.41322679	0.899838	-6.365356	0.1493183	AT1G70990	proline-rich family protein
249874_at	0.7301	0.41327341	-0.899741	-6.365446	-0.2097395	AT5G23070	Thymidine kinase
266371_at	0.7301	0.41330771	0.899669	-6.365511	0.3558629	AT2G41410	putative calcium-binding protein CML35
246975_at	0.7301	0.41333986	0.899602	-6.365573	0.4807711	AT5G24890	hypothetical protein
247296_at	0.7301	0.41337643	0.899526	-6.365643	0.1014026	AT5G64160	hypothetical protein
254090_at	0.7301	0.41339471	-0.899488	-6.365678	-0.1080557	AT4G25010	bidirectional sugar transporter SWEET14
248845_at	0.7301	0.41344049	0.899393	-6.365765	0.2455894	RPS6	protein RESISTANT TO P. SYRINGAE 6
245174_at	0.7301	0.41345993	-0.899352	-6.365803	-0.2015317	AT2G47500	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain
250191_at	0.7301	0.41347928	-0.899312	-6.36584	-0.1670575	BET9	bromodomain and extraterminal domain protein 9
256003_at	0.7301	0.41348173	-0.899307	-6.365844	-0.1329346	AT3G31430	hypothetical protein
266669_at	0.7301	0.41348578	-0.899298	-6.365852	-0.1312019	UGT71C1	UDP-glucosyl transferase 71C1
249838_at	0.7301	0.41353607	-0.899193	-6.365948	-0.1079551	AT5G23460	hypothetical protein
249929_at	0.7301	0.41355528	-0.899153	-6.365985	-0.1040769	AT5G22340	hypothetical protein
256310_at	0.7303	0.41374972	0.898748	-6.366357	0.1744047	ERD4	Early-responsive to dehydration stress protein (ERD4)
267240_at	0.7303	0.41375901	0.898729	-6.366375	0.1205322	AT2G02680	cysteine/histidine-rich C1 domain-containing protein
250269_at	0.7303	0.41376014	-0.898727	-6.366377	-0.1216532	AT5G12970	calcium-dependent lipid-binding domain-containing plant phosphoribosyltransferase-like protein
259217_at	0.7303	0.41380615	0.898631	-6.366465	0.141956	AT3G03620	MATE efflux family protein
244946_at	0.7303	0.41381565	0.898611	-6.366483	0.1248582		
251687_at	0.7303	0.41389567	0.898444	-6.366636	0.1766199	AT3G56460	GroES-like zinc-binding alcohol dehydrogenase family protein
260196_at	0.7303	0.4139149	0.898404	-6.366673	0.1273945	AT1G67570	hypothetical protein
245149_at	0.7303	0.41394526	0.898341	-6.366731	0.112305	SWI3A	SWI/SNF complex subunit SWI3A
261624_at	0.7303	0.41397067	-0.898288	-6.366779	-0.1217974	GAE2	UDP-D-glucuronate 4-epimerase 2
250433_at	0.7303	0.41402644	-0.898172	-6.366886	-0.2307292	AT1G09200///AT5G65360///AT5G10400///AT5G10390///AT3G27360	histone H3///histone H3.1///histone H3///histone H3///histone H3
260326_at	0.7303	0.41404794	0.898127	-6.366927	0.1031645	AtMYB103	myb domain protein 103
256488_at	0.7303	0.41405469	0.898113	-6.36694	0.1531405	NFD4	protein nuclear fusion defective 4
257914_at	0.7303	0.41407346	-0.898074	-6.366976	-0.1234381	AT3G25545	hypothetical protein
246390_at	0.7304	0.41416845	0.897877	-6.367157	0.1029514	AT1G77330	1-aminocyclopropane-1-carboxylate oxidase 5
252377_at	0.7304	0.41419371	0.897824	-6.367205	0.2803232	AT3G47960	glucosinolate transporter 1
264375_at	0.7305	0.41425835	-0.89769	-6.367329	-0.1067815	CIPK16	SNF1-related kinase
254402_at	0.7305	0.41429093	0.897622	-6.367391	0.134221	AT4G21310	hypothetical protein
247246_at	0.7306	0.41438908	-0.897418	-6.367578	-0.1266284	C/VIF2	cell wall / vacuolar inhibitor of fructosidase 2
262938_at	0.7307	0.41452319	0.897139	-6.367834	0.2229242	AT1G79540	pentatricopeptide repeat-containing protein
249335_at	0.7307	0.41452875	-0.897127	-6.367844	-0.2154059	NRPB12	DNA-directed RNA polymerase NRPB12/NRPD12/NRPE12
248775_at	0.7307	0.41456374	-0.897054	-6.367911	-0.1326201	CCR4	serine/threonine-protein kinase-like protein CCR4
255014_at	0.7307	0.41458698	-0.897006	-6.367955	-0.1419666	STK	agamous-like MADS-box protein AGL11
260909_at	0.7307	0.41462618	-0.896925	-6.36803	-0.1175942	AT1G02670	P-loop containing nucleoside triphosphate hydrolases superfamily protein
255701_at	0.7307	0.41463172	0.896913	-6.368041	0.1258458	JLO	protein JAGGED LATERAL ORGANS
257946_at	0.7307	0.41468777	0.896797	-6.368147	0.1090546	AT3G21710	hypothetical protein
261418_at	0.7307	0.41473759	0.896693	-6.368242	0.2309024	AT1G07830	ribosomal protein L29 family protein
249481_at	0.7307	0.41475597	-0.896655	-6.368277	-0.1052349	AT5G38900	Thioredoxin superfamily protein
260946_at	0.7307	0.41481556	-0.896531	-6.368391	-0.1240748	AT1G06010	hypothetical protein
252021_at	0.7307	0.41487067	-0.896416	-6.368496	-0.1356525	AT3G53070	putative membrane lipoprotein
250209_at	0.7307	0.41487122	-0.896415	-6.368497	-0.1189642	AT5G14030	translocon-associated protein subunit beta
245979_at	0.7307	0.41487463	-0.896408	-6.368503	-0.1525554	EXO70C1	exocyst subunit exo70 family protein C1
264718_at	0.7307	0.41491289	-0.896329	-6.368576	-0.1180325	AT1G70130	putative L-type lectin-domain containing receptor kinase V.2
267601_at	0.7308	0.41500219	0.896143	-6.368746	0.1056834	AT2G32980	hypothetical protein
257461_at	0.7309	0.41513812	0.895861	-6.369005	0.1326309	PUP15	purine permease 15
252215_at	0.7309	0.4151534	-0.895829	-6.369034	-0.1214677	KICP-02	kinesin-related protein
266849_at	0.7309	0.41521189	-0.895708	-6.369145	-0.1371932	ALPHA-VPE	alpha-vacuolar processing enzyme
258807_at	0.7309	0.41524078	-0.895648	-6.3692	-0.470444	AT3G04030	myb family transcription factor
250934_at	0.7309	0.41524396	0.895641	-6.369206	0.149871	AT5G03030	chaperone DnaJ-domain containing protein
264373_at	0.7309	0.4152485	0.895631	-6.369215	0.1504547	SEC22	vesicle transport protein SEC22
245496_at	0.7311	0.41543102	0.895253	-6.369562	0.1462618	AT4G16440	protein Nuclear Architecture Related 1
